,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq
15308,63cd83e158c4334a66b044ed,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.23,1.23,41.0,5.0,6.0,5.0,hu-ko,huko,1.0,0.0,{},1674413022479.0,1674413022479.0,2863.0,2863.0,0.285,2.578,1674412829191.0,1674413025342.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-1,5-1,2.0,0.6445,0.9295,2
15309,63cd83e258c4334a66b044ee,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.33,0.33,11.0,0.0,1.0,5.0,ki,ki,1.0,0.0,{},1674413023919.0,1674413023919.0,3166.0,3166.0,1.582,1.584,1674412935900.0,1674413027085.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",1,1,1.0,0.792,2.374,1
15311,63cd83e558c4334a66b044f1,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.26,1.26,42.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413026351.0,1674413026351.0,2707.0,2707.0,0.297,2.41,1674412829191.0,1674413029058.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.6025,0.8995,1
15313,63cd83e758c4334a66b044f4,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.36,0.36,12.0,1.0,2.0,5.0,na,na,1.0,0.0,{},1674413028095.0,1674413028095.0,4198.0,4198.0,3.477,0.721,1674412935900.0,1674413032293.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",2,2,1.0,0.3605,3.8375,1
15314,63cd83e958c4334a66b044f5,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.29,1.29,43.0,7.0,8.0,5.0,hu-te,hute,1.0,0.0,{},1674413030064.0,1674413030064.0,3131.0,3131.0,0.32,2.811,1674412829191.0,1674413033195.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-3,5-3,2.0,0.70275,1.02275,0
15315,63cd83e958c4334a66b044f7,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.46,0.46,19.0,2.0,1.0,5.0,na,na,1.0,0.0,{},1674413031365.0,1674413031365.0,2002.0,2002.0,1.225,0.777,1674412833937.0,1674413033367.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",1,1,1.0,0.3885,1.6135000000000002,1
15317,63cd83ec58c4334a66b044fa,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.39,0.39,13.0,2.0,8.0,5.0,hu-to,huto,1.0,0.0,{},1674413033303.0,1674413033303.0,4127.0,4127.0,2.398,1.729,1674412935900.0,1674413037430.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-3,5-3,2.0,0.43225,2.8302500000000004,0
15321,63cd83f558c4334a66b04500,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.46,0.46,20.0,3.0,2.0,5.0,hu,so,0.0,0.0,{},1674413034374.0,1674413034374.0,10561.0,10561.0,8.994,1.567,1674412833937.0,1674413044935.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",3,2,1.0,0.7835,9.7775,0
15323,63cd83f758c4334a66b04503,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.35,1.35,45.0,0.0,1.0,5.0,ko,ko,1.0,0.0,{},1674413045144.0,1674413045144.0,2445.0,2445.0,1.826,0.619,1674412829191.0,1674413047589.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",1,1,1.0,0.3095,2.1355,7
15325,63cd83f958c4334a66b04505,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.38,1.38,46.0,1.0,2.0,5.0,na,na,1.0,0.0,{},1674413048591.0,1674413048591.0,903.0,903.0,0.273,0.63,1674412829191.0,1674413049494.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",2,2,1.0,0.315,0.5880000000000001,7
15327,63cd83fb58c4334a66b04508,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.41,1.41,47.0,2.0,3.0,5.0,te,te,1.0,0.0,{},1674413050504.0,1674413050504.0,1548.0,1548.0,0.752,0.796,1674412829191.0,1674413052052.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",3,3,1.0,0.398,1.15,6
15329,63cd83fd58c4334a66b0450b,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.44,1.44,48.0,3.0,4.0,5.0,si,si,1.0,0.0,{},1674413053055.0,1674413053055.0,1039.0,1039.0,0.246,0.793,1674412829191.0,1674413054094.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",4,4,1.0,0.3965,0.6425000000000001,5
15330,63cd83ff58c4334a66b0450d,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.45,0.45,16.0,0.0,9.0,5.0,hu-se,huki,0.0,0.0,{},1674413052854.0,1674413052854.0,3127.0,3127.0,1.79,1.337,1674412935900.0,1674413055981.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-1,5-4,2.0,0.33425,2.12425,0
15331,63cd840058c4334a66b0450e,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.47,1.47,49.0,4.0,5.0,5.0,hu,hu,1.0,0.0,{},1674413055103.0,1674413055103.0,1073.0,1073.0,0.32,0.753,1674412829191.0,1674413056176.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5,5,1.0,0.3765,0.6965,4
15332,63cd840058c4334a66b0450f,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.49,0.49,21.0,4.0,1.0,5.0,na,na,1.0,0.0,{},1674413054344.0,1674413054344.0,2457.0,2457.0,1.629,0.828,1674412833937.0,1674413056801.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",1,1,1.0,0.414,2.043,2
15333,63cd840258c4334a66b04511,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.5,1.5,50.0,5.0,6.0,5.0,hu-ko,huko,1.0,0.0,{},1674413057183.0,1674413057183.0,1963.0,1963.0,0.275,1.688,1674412829191.0,1674413059146.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-1,5-1,2.0,0.422,0.6970000000000001,3
15335,63cd840458c4334a66b04513,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.49,0.49,22.0,0.0,7.0,5.0,ki-hu,hiku,0.0,0.0,{},1674413057815.0,1674413057815.0,2884.0,2884.0,1.559,1.325,1674412833937.0,1674413060699.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hiku,5-2,2.0,0.33125,1.89025,0
15336,63cd840658c4334a66b04516,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.53,1.53,51.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413060152.0,1674413060152.0,2962.0,2962.0,0.88,2.082,1674412829191.0,1674413063114.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.5205,1.4005,2
15337,63cd840858c4334a66b04517,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.5,0.5,17.0,1.0,1.0,5.0,ki,ki,1.0,0.0,{},1674413062119.0,1674413062119.0,2902.0,2902.0,2.061,0.841,1674412935900.0,1674413065021.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",1,1,1.0,0.4205,2.4815,2
15339,63cd840958c4334a66b04519,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.56,1.56,52.0,7.0,8.0,5.0,hu-te,hute,1.0,0.0,{},1674413064120.0,1674413064120.0,1603.0,1603.0,0.284,1.319,1674412829191.0,1674413065723.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-3,5-3,2.0,0.32975,0.61375,1
15340,63cd840b58c4334a66b0451b,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.53,0.53,18.0,2.0,3.0,5.0,to,to,1.0,0.0,{},1674413066031.0,1674413066031.0,2006.0,2006.0,1.333,0.673,1674412935900.0,1674413068037.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",3,3,1.0,0.3365,1.6695,1
15341,63cd840c58c4334a66b0451c,run1,quiz,False,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.59,1.59,53.0,8.0,9.0,5.0,hu-si,husi,1.0,0.0,{},1674413066728.0,1674413066728.0,1853.0,1853.0,0.372,1.481,1674412829191.0,1674413068581.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-4,5-4,2.0,0.37025,0.7422500000000001,0
15343,63cd840f58c4334a66b0451f,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.56,0.56,19.0,3.0,5.0,5.0,hu,hu,1.0,0.0,{},1674413069047.0,1674413069047.0,3534.0,3534.0,2.749,0.785,1674412935900.0,1674413072581.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5,5,1.0,0.3925,3.1415,0
15344,63cd841058c4334a66b04521,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.49,0.49,23.0,1.0,7.0,5.0,ki-hu,hiku,0.0,0.0,{},1674413069350.0,1674413069350.0,3493.0,3493.0,2.101,1.392,1674412833937.0,1674413072843.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hiku,5-2,2.0,0.348,2.449,1
15345,63cd841358c4334a66b04522,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.59,0.59,20.0,4.0,4.0,5.0,se,se,1.0,0.0,{},1674413073591.0,1674413073591.0,2366.0,2366.0,1.485,0.881,1674412935900.0,1674413075957.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",4,4,1.0,0.4405,1.9255,0
15350,63cd841b58c4334a66b0452a,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.49,0.49,24.0,2.0,3.0,5.0,so,te,0.0,0.0,{},1674413080949.0,1674413080949.0,2609.0,2609.0,1.437,1.172,1674412833937.0,1674413083558.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",4,3,1.0,0.586,2.023,1
15351,63cd841b58c4334a66b0452b,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.62,0.62,21.0,5.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413076966.0,1674413076966.0,7407.0,7407.0,2.398,5.009,1674412935900.0,1674413084373.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-2,5-2,2.0,1.25225,3.65025,0
15352,63cd841e58c4334a66b0452d,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.65,1.65,55.0,0.0,1.0,5.0,ko,ko,1.0,0.0,{},1674413083751.0,1674413083751.0,2675.0,2675.0,0.807,1.868,1674412829191.0,1674413086426.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",1,1,1.0,0.934,1.741,8
15353,63cd841e58c4334a66b0452e,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.65,0.65,22.0,0.0,4.0,5.0,se,se,1.0,0.0,{},1674413085383.0,1674413085383.0,2126.0,2126.0,1.614,0.512,1674412935900.0,1674413087509.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",4,4,1.0,0.256,1.87,1
15354,63cd842058c4334a66b0452f,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.68,1.68,56.0,1.0,2.0,5.0,na,na,1.0,0.0,{},1674413087437.0,1674413087437.0,988.0,988.0,0.329,0.659,1674412829191.0,1674413088425.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",2,2,1.0,0.3295,0.6585000000000001,8
15355,63cd842258c4334a66b04530,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.71,1.71,57.0,2.0,3.0,5.0,te,te,1.0,0.0,{},1674413089433.0,1674413089433.0,847.0,847.0,0.235,0.612,1674412829191.0,1674413090280.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",3,3,1.0,0.306,0.5409999999999999,7
15356,63cd842258c4334a66b04531,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.68,0.68,23.0,1.0,4.0,5.0,se,se,1.0,0.0,{},1674413088514.0,1674413088514.0,2274.0,2274.0,1.778,0.496,1674412935900.0,1674413090788.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",4,4,1.0,0.248,2.026,2
15358,63cd842458c4334a66b04534,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.74,1.74,58.0,3.0,4.0,5.0,si,si,1.0,0.0,{},1674413091287.0,1674413091287.0,934.0,934.0,0.301,0.633,1674412829191.0,1674413092221.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",4,4,1.0,0.3165,0.6174999999999999,6
15359,63cd842558c4334a66b04536,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.68,0.68,24.0,2.0,1.0,5.0,ki,se,0.0,0.0,{},1674413091799.0,1674413091799.0,2366.0,2366.0,1.261,1.105,1674412935900.0,1674413094165.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",4,1,1.0,0.5525,1.8135,3
15360,63cd842658c4334a66b04537,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.77,1.77,59.0,4.0,5.0,5.0,hu,hu,1.0,0.0,{},1674413093224.0,1674413093224.0,1536.0,1536.0,0.303,1.233,1674412829191.0,1674413094760.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5,5,1.0,0.6165,0.9195,5
15363,63cd842958c4334a66b0453b,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.8,1.8,60.0,5.0,6.0,5.0,hu-ko,huko,1.0,0.0,{},1674413095767.0,1674413095767.0,1651.0,1651.0,0.256,1.395,1674412829191.0,1674413097418.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-1,5-1,2.0,0.34875,0.60475,4
15364,63cd842b58c4334a66b0453d,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.83,1.83,61.0,6.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413098423.0,1674413098423.0,1656.0,1656.0,0.32,1.336,1674412829191.0,1674413100079.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-2,5-2,2.0,0.334,0.654,3
15365,63cd842c58c4334a66b0453e,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.73,0.73,25.0,3.0,7.0,5.0,hu-na,huna,1.0,0.0,{},1674413096823.0,1674413096823.0,3693.0,3693.0,2.629,1.064,1674412935900.0,1674413100516.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-2,5-2,2.0,0.266,2.895,1
15366,63cd842e58c4334a66b04540,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.76,0.76,26.0,4.0,2.0,5.0,na,na,1.0,0.0,{},1674413101527.0,1674413101527.0,1453.0,1453.0,1.028,0.425,1674412935900.0,1674413102980.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",2,2,1.0,0.2125,1.2405,2
15367,63cd842e58c4334a66b04541,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.5,0.5,25.0,3.0,2.0,5.0,hu,nu,0.0,0.0,{},1674413096600.0,1674413096600.0,6275.0,6275.0,3.443,2.832,1674412833937.0,1674413102875.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",nu,2,1.0,1.416,4.859,1
15368,63cd842f58c4334a66b04542,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.86,1.86,62.0,7.0,8.0,5.0,hu-te,hute,1.0,0.0,{},1674413101088.0,1674413101088.0,2119.0,2119.0,0.442,1.677,1674412829191.0,1674413103207.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-3,5-3,2.0,0.41925,0.8612500000000001,2
15370,63cd843258c4334a66b04546,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.89,1.89,63.0,8.0,9.0,5.0,hu-si,husi,1.0,0.0,{},1674413104215.0,1674413104215.0,2353.0,2353.0,0.299,2.054,1674412829191.0,1674413106568.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",5-4,5-4,2.0,0.5135,0.8125,1
15371,63cd843458c4334a66b04548,run1,quiz,False,195.0,,,,195.0,63cc988c2a276a3b63c222e6,63cd82d3d1db04dd3a8b1a7e,$0.76,0.76,27.0,5.0,4.0,5.0,se,huse,0.0,0.0,{},1674413103990.0,1674413103990.0,5479.0,5479.0,3.094,2.385,1674412935900.0,1674413109469.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,1.0,0.0,0.0,0.0,1.0,1.0,"{'se': 4.0, 'ki': 1.0, 'na': 2.0, 'to': 3.0, 'hu': 5.0}",5-4,4,1.0,0.59625,3.69025,3
15372,63cd843458c4334a66b04549,run1,quiz,True,193.0,,,,193.0,63cc988c2a276a3b63c222e6,63cd82d586100bcee1422586,$1.92,1.92,64.0,0.0,10.0,5.0,na-hu,nahu,1.0,0.0,{},1674413107575.0,1674413107575.0,1531.0,1531.0,0.314,1.217,1674412829191.0,1674413109106.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ko': 1.0, 'na': 2.0, 'te': 3.0, 'si': 4.0, 'hu': 5.0}",2-5,2-5,2.0,0.30425,0.61825,0
15375,63cd843a58c4334a66b0454d,run1,quiz,False,194.0,,,,194.0,63cc988c2a276a3b63c222e6,63cd82c14591a1ba4aae1fd5,$0.5,0.5,26.0,4.0,7.0,5.0,ki-hu,hiku,0.0,0.0,{},1674413110869.0,1674413110869.0,4029.0,4029.0,2.658,1.371,1674412833937.0,1674413114898.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 4.0, 'na': 1.0, 'ki': 5.0, 'hu': 2.0, 'so': 3.0}",hiku,5-2,2.0,0.34275,3.00075,2
