,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,addcount,multcount,rulecount,ppd,dpp
396,489,61e051e7aa09f84b60e4b37f,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$0.77,77.0,26.0,6.0,6.0,4.0,tu-ke,tuke,1.0,0.0,{},1642090972949.0,1642090972949.0,7549.0,7549.0,5.59,1.959,1642090807617.0,1642090980499.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",4-2,4-2,2.0,0.48975,6.07975,1,172882.0,6.0,5.0,5.0,5.0,0.16666666666666666,3.0
400,493,61e051e8aa09f84b60e4b385,run1,quiz,False,6.0,,,,6.0,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$1.25,125.0,42.0,7.0,7.0,5.0,ta-ne,tane,1.0,0.0,{},1642090977832.0,1642090977832.0,6764.0,6764.0,4.461,2.303,1642090662014.0,1642090984596.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'ne': 2.0, 'ki': 3.0, 'su': 4.0, 'ta': 5.0}",5-2,5-2,2.0,0.57575,5.0367500000000005,2,322582.0,7.0,8.0,8.0,8.0,0.2857142857142857,2.3333333333333335
418,515,61e051f5aa09f84b60e4b3ad,run1,quiz,False,7.0,,,,7.0,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$1.22,122.0,42.0,7.0,7.0,5.0,he-ka,heka,1.0,0.0,{},1642090993838.0,1642090993838.0,3505.0,3505.0,2.224,1.281,1642090690306.0,1642090997343.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 1.0, 'ka': 2.0, 'su': 3.0, 'ti': 4.0, 'he': 5.0}",5-2,5-2,2.0,0.32025,2.5442500000000003,2,307037.0,8.0,8.0,8.0,8.0,0.25,2.6666666666666665
431,532,61e051ffaa09f84b60e4b3cd,run1,quiz,True,5.0,,,,5.0,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$1.81,181.0,61.0,7.0,7.0,5.0,ku-to,kuto,1.0,0.0,{},1642091003778.0,1642091003778.0,2211.0,2211.0,0.14,2.071,1642090626149.0,1642091005989.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ne': 1.0, 'to': 2.0, 'ha': 3.0, 'si': 4.0, 'ku': 5.0}",5-2,5-2,2.0,0.51775,0.6577500000000001,4,379840.0,10.0,16.0,16.0,16.0,0.4,2.0
434,536,61e05202aa09f84b60e4b3d5,run1,quiz,False,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.05,105.0,35.0,8.0,8.0,4.0,he-ko,heko,1.0,0.0,{},1642090997609.0,1642090997609.0,12105.0,12105.0,2.724,,1642090636188.0,1642091009714.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",2-4,2-4,2.0,,,0,373526.0,,9.0,9.0,9.0,,
454,559,61e0520eaa09f84b60e4b3f7,run1,quiz,True,5.0,,,,5.0,61df8999cc7c1c6984f5f11d,61e0503a92a79e2ccaa7c81c,$1.9,190.0,64.0,0.0,10.0,5.0,to-ku,toku,1.0,0.0,{},1642091016537.0,1642091016537.0,4365.0,4365.0,3.592,0.773,1642090626149.0,1642091020902.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ne': 1.0, 'to': 2.0, 'ha': 3.0, 'si': 4.0, 'ku': 5.0}",2-5,2-5,2.0,0.19325,3.78525,1,394753.0,10.0,18.0,18.0,18.0,0.1,5.0
492,602,61e05224aa09f84b60e4b440,run1,quiz,False,7.0,,,,7.0,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$1.48,148.0,51.0,7.0,7.0,5.0,he-ka,heka,1.0,0.0,{},1642091041437.0,1642091041437.0,3666.0,3666.0,2.323,1.343,1642090690306.0,1642091045103.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 1.0, 'ka': 2.0, 'su': 3.0, 'ti': 4.0, 'he': 5.0}",5-2,5-2,2.0,0.33575,2.65875,3,354797.0,9.0,12.0,12.0,12.0,0.3333333333333333,2.25
495,606,61e05226aa09f84b60e4b445,run1,quiz,False,6.0,,,,6.0,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$1.52,152.0,51.0,7.0,7.0,5.0,ta-ne,tane,1.0,0.0,{},1642091041511.0,1642091041511.0,5055.0,5055.0,1.694,3.361,1642090662014.0,1642091046566.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'ne': 2.0, 'ki': 3.0, 'su': 4.0, 'ta': 5.0}",5-2,5-2,2.0,0.84025,2.53425,3,384552.0,9.0,12.0,12.0,12.0,0.3333333333333333,2.25
496,607,61e05227aa09f84b60e4b448,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$0.97,97.0,33.0,6.0,6.0,4.0,tu-ke,tuke,1.0,0.0,{},1642091041540.0,1642091041540.0,3152.0,3152.0,1.597,1.555,1642090807617.0,1642091044692.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",4-2,4-2,2.0,0.38875,1.98575,2,237075.0,7.0,8.0,8.0,8.0,0.2857142857142857,2.3333333333333335
501,614,61e0522daa09f84b60e4b454,run1,quiz,False,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.23,123.0,41.0,6.0,6.0,4.0,ko-he,kohe,1.0,0.0,{},1642091046299.0,1642091046299.0,5903.0,5903.0,2.012,3.891,1642090636188.0,1642091052202.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",4-2,4-2,2.0,0.97275,2.98475,3,416014.0,8.0,11.0,11.0,11.0,0.375,2.0
510,623,61e05233aa09f84b60e4b462,run1,quiz,False,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$0.8,80.0,27.0,7.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1642091048501.0,1642091048501.0,10786.0,10786.0,1.701,,1642090828817.0,1642091059287.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",5-2,5-2,2.0,,,0,230470.0,,3.0,3.0,3.0,,
514,630,61e05238aa09f84b60e4b46d,run1,quiz,False,7.0,,,,7.0,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$1.57,157.0,54.0,0.0,10.0,5.0,ka-he,kahe,1.0,0.0,{},1642091062013.0,1642091062013.0,2426.0,2426.0,0.918,1.508,1642090690306.0,1642091064439.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,1.0,3.0,"{'no': 1.0, 'ka': 2.0, 'su': 3.0, 'ti': 4.0, 'he': 5.0}",2-5,2-5,2.0,0.377,1.295,0,374133.0,,14.0,14.0,14.0,,
515,631,61e05239aa09f84b60e4b46f,run1,quiz,False,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.29,129.0,43.0,8.0,8.0,4.0,he-ko,heko,1.0,0.0,{},1642091059359.0,1642091059359.0,5147.0,5147.0,2.258,2.889,1642090636188.0,1642091064506.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",2-4,2-4,2.0,0.72225,2.98025,1,428318.0,8.0,12.0,12.0,12.0,0.125,4.0
539,659,61e0524baa09f84b60e4b4a3,run1,quiz,False,6.0,,,,6.0,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$1.61,161.0,54.0,0.0,10.0,5.0,ne-ta,neta,1.0,0.0,{},1642091078574.0,1642091078574.0,4590.0,4590.0,0.952,3.638,1642090662014.0,1642091083164.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'ne': 2.0, 'ki': 3.0, 'su': 4.0, 'ta': 5.0}",2-5,2-5,2.0,0.9095,1.8615,0,421150.0,,14.0,14.0,14.0,,
556,678,61e0525aaa09f84b60e4b4c7,run1,quiz,True,7.0,,,,7.0,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$1.78,178.0,61.0,7.0,7.0,5.0,he-ka,heka,1.0,0.0,{},1642091094050.0,1642091094050.0,4392.0,4392.0,3.071,1.321,1642090690306.0,1642091098442.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'no': 1.0, 'ka': 2.0, 'su': 3.0, 'ti': 4.0, 'he': 5.0}",5-2,5-2,2.0,0.33025,3.40125,4,408136.0,10.0,16.0,16.0,16.0,0.4,2.0
572,696,61e05265aa09f84b60e4b4e6,run1,quiz,False,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$1.01,101.0,34.0,7.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1642091100154.0,1642091100154.0,9333.0,9333.0,2.506,,1642090828817.0,1642091109487.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",5-2,5-2,2.0,,,1,280670.0,7.0,5.0,5.0,5.0,0.14285714285714285,3.5
582,709,61e05272aa09f84b60e4b4fd,run1,quiz,True,6.0,,,,6.0,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$1.82,182.0,61.0,7.0,7.0,5.0,ta-ne,tane,1.0,0.0,{},1642091118116.0,1642091118116.0,4420.0,4420.0,2.002,2.418,1642090662014.0,1642091122536.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'ne': 2.0, 'ki': 3.0, 'su': 4.0, 'ta': 5.0}",5-2,5-2,2.0,0.6045,2.6065,4,460522.0,10.0,16.0,16.0,16.0,0.4,2.0
584,712,61e05273aa09f84b60e4b501,run1,quiz,True,7.0,,,,7.0,61df8999cc7c1c6984f5f11d,61e05034d9819c68472fe83d,$1.84,184.0,64.0,10.0,10.0,5.0,ka-he,hehe,0.0,0.0,{},1642091108905.0,1642091108905.0,15391.0,15391.0,13.746,1.645,1642090690306.0,1642091124296.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,1.0,3.0,"{'no': 1.0, 'ka': 2.0, 'su': 3.0, 'ti': 4.0, 'he': 5.0}",5-5,2-5,2.0,0.41125,14.15725,1,433990.0,10.0,18.0,18.0,18.0,0.1,5.0
608,740,61e05286aa09f84b60e4b52a,run1,quiz,True,6.0,,,,6.0,61df8999cc7c1c6984f5f11d,61e0502413f7285ab3af7ba5,$1.91,191.0,64.0,0.0,10.0,5.0,ne-ta,neta,1.0,0.0,{},1642091137096.0,1642091137096.0,5388.0,5388.0,2.013,3.375,1642090662014.0,1642091142484.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'ne': 2.0, 'ki': 3.0, 'su': 4.0, 'ta': 5.0}",2-5,2-5,2.0,0.84375,2.85675,1,480470.0,10.0,18.0,18.0,18.0,0.1,5.0
611,743,61e05289aa09f84b60e4b52d,run1,quiz,False,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.5,150.0,50.0,6.0,6.0,4.0,ko-he,kohe,1.0,0.0,{},1642091137702.0,1642091137702.0,6187.0,6187.0,2.397,3.79,1642090636188.0,1642091143889.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",4-2,4-2,2.0,0.9475,3.3445,4,507701.0,9.0,15.0,15.0,15.0,0.4444444444444444,1.8
624,757,61e05294aa09f84b60e4b543,run1,quiz,False,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$1.25,125.0,42.0,7.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1642091153044.0,1642091153044.0,3078.0,3078.0,1.406,1.672,1642090828817.0,1642091156122.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",5-2,5-2,2.0,0.418,1.824,2,327305.0,8.0,8.0,8.0,8.0,0.25,2.6666666666666665
630,764,61e0529caa09f84b60e4b54f,run1,quiz,False,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.56,156.0,52.0,8.0,8.0,4.0,he-ko,heko,1.0,0.0,{},1642091151956.0,1642091151956.0,11241.0,11241.0,7.273,3.968,1642090636188.0,1642091163197.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",2-4,2-4,2.0,0.992,8.265,2,527009.0,9.0,16.0,16.0,16.0,0.2222222222222222,3.0
636,773,61e052a3aa09f84b60e4b55c,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.03,103.0,35.0,8.0,8.0,4.0,ke-tu,ketu,1.0,0.0,{},1642091166480.0,1642091166480.0,2334.0,2334.0,0.674,1.66,1642090807617.0,1642091168814.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",2-4,2-4,2.0,0.415,1.089,0,361197.0,,9.0,9.0,9.0,,
659,797,61e052b8aa09f84b60e4b582,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.21,121.0,41.0,6.0,6.0,4.0,tu-ke,tuke,1.0,0.0,{},1642091186950.0,1642091186950.0,2441.0,2441.0,1.384,1.057,1642090807617.0,1642091189391.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",4-2,4-2,2.0,0.26425,1.64825,3,381774.0,8.0,11.0,11.0,11.0,0.375,2.0
667,806,61e052c1aa09f84b60e4b593,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.27,127.0,43.0,8.0,8.0,4.0,ke-tu,ketu,1.0,0.0,{},1642091194575.0,1642091194575.0,3740.0,3740.0,2.385,1.355,1642090807617.0,1642091198315.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",2-4,2-4,2.0,0.33875,2.72375,1,390698.0,8.0,12.0,12.0,12.0,0.125,4.0
673,814,61e052cdaa09f84b60e4b5a3,run1,quiz,False,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$1.52,152.0,51.0,7.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1642091206171.0,1642091206171.0,6957.0,6957.0,2.426,4.531,1642090828817.0,1642091213128.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",5-2,5-2,2.0,1.13275,3.55875,3,384311.0,9.0,12.0,12.0,12.0,0.3333333333333333,2.25
695,839,61e052e3aa09f84b60e4b5ca,run1,quiz,False,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$1.61,161.0,54.0,0.0,10.0,5.0,si-ha,siha,1.0,0.0,{},1642091231169.0,1642091231169.0,4187.0,4187.0,2.662,1.525,1642090828817.0,1642091235356.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,1.0,3.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",2-5,2-5,2.0,0.38125,3.04325,0,406539.0,,14.0,14.0,14.0,,
697,842,61e052e5aa09f84b60e4b5cd,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.47,147.0,50.0,6.0,6.0,4.0,tu-ke,tuke,1.0,0.0,{},1642091231137.0,1642091231137.0,3256.0,3256.0,2.231,1.025,1642090807617.0,1642091234393.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",4-2,4-2,2.0,0.25625,2.48725,4,426776.0,9.0,15.0,15.0,15.0,0.4444444444444444,1.8
705,852,61e052f0aa09f84b60e4b5df,run1,quiz,False,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.53,153.0,52.0,8.0,8.0,4.0,ke-tu,ketu,1.0,0.0,{},1642091242257.0,1642091242257.0,3285.0,3285.0,1.882,1.403,1642090807617.0,1642091245542.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",2-4,2-4,2.0,0.35075,2.23275,2,437925.0,9.0,16.0,16.0,16.0,0.2222222222222222,3.0
710,859,61e052f6aa09f84b60e4b5e9,run1,quiz,True,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.79,179.0,60.0,6.0,6.0,4.0,ko-he,kohe,1.0,0.0,{},1642091244997.0,1642091244997.0,8348.0,8348.0,4.826,3.522,1642090636188.0,1642091253345.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",4-2,4-2,2.0,0.8805,5.706499999999999,5,617157.0,10.0,20.0,20.0,20.0,0.5,1.6666666666666667
723,874,61e05308aa09f84b60e4b5ff,run1,quiz,True,4.0,,,,4.0,61df8999cc7c1c6984f5f11d,61e0502c337b071611866160,$1.85,185.0,62.0,8.0,8.0,4.0,he-ko,heko,1.0,0.0,{},1642091264518.0,1642091264518.0,6834.0,6834.0,3.674,3.16,1642090636188.0,1642091271352.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'nu': 1.0, 'he': 2.0, 'sa': 3.0, 'ko': 4.0}",2-4,2-4,2.0,0.79,4.464,3,635164.0,10.0,21.0,21.0,21.0,0.3,2.5
738,890,61e05321aa09f84b60e4b61c,run1,quiz,True,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.74,174.0,60.0,6.0,6.0,4.0,tu-ke,ketu,0.0,0.0,{},1642091276955.0,1642091276955.0,17977.0,17977.0,16.677,1.3,1642090807617.0,1642091294932.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",2-4,4-2,2.0,0.325,17.002,5,487315.0,10.0,20.0,20.0,20.0,0.5,1.6666666666666667
741,893,61e05328aa09f84b60e4b622,run1,quiz,True,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$1.81,181.0,61.0,7.0,7.0,5.0,ha-si,hasi,1.0,0.0,{},1642091300182.0,1642091300182.0,3645.0,3645.0,2.38,1.265,1642090828817.0,1642091303827.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",5-2,5-2,2.0,0.31625,2.69625,4,475010.0,10.0,16.0,16.0,16.0,0.4,2.0
751,905,61e0533aaa09f84b60e4b637,run1,quiz,True,9.0,,,,9.0,61df8999cc7c1c6984f5f11d,61e05036b57db4e8d696b04c,$1.87,187.0,64.0,10.0,10.0,5.0,si-ha,Siha,0.0,0.0,{},1642091316025.0,1642091316025.0,6332.0,6332.0,1.76,4.572,1642090828817.0,1642091322357.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,1.0,3.0,"{'te': 1.0, 'si': 2.0, 'ko': 3.0, 'nu': 4.0, 'ha': 5.0}",Si-5,2-5,2.0,1.143,2.903,1,493540.0,10.0,18.0,18.0,18.0,0.1,5.0
754,908,61e05341aa09f84b60e4b63d,run1,quiz,True,8.0,,,,8.0,61df8999cc7c1c6984f5f11d,61e0503662209e1bd2040d38,$1.82,182.0,62.0,8.0,8.0,4.0,ke-tu,ketu,1.0,0.0,{},1642091322481.0,1642091322481.0,4280.0,4280.0,2.809,1.471,1642090807617.0,1642091326761.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'sa': 1.0, 'ke': 2.0, 'ho': 3.0, 'tu': 4.0}",2-4,2-4,2.0,0.36775,3.17675,3,519144.0,10.0,21.0,21.0,21.0,0.3,2.5
787,957,61e056b9aa09f84b60e4b829,run1,quiz,False,13.0,,,,13.0,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.59,59.0,20.0,6.0,6.0,4.0,ki-se,kise,1.0,0.0,{},1642092209729.0,1642092209729.0,7509.0,7509.0,5.828,1.681,1642091920745.0,1642092217238.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'se': 2.0, 'na': 3.0, 'ki': 4.0}",4-2,4-2,2.0,0.42025,6.2482500000000005,0,296493.0,,3.0,3.0,3.0,,
793,965,61e056e1aa09f84b60e4b838,run1,quiz,False,13.0,,,,13.0,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.75,75.0,26.0,6.0,6.0,4.0,ki-se,kise,1.0,0.0,{},1642092253756.0,1642092253756.0,3690.0,3690.0,2.464,1.226,1642091920745.0,1642092257446.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'se': 2.0, 'na': 3.0, 'ki': 4.0}",4-2,4-2,2.0,0.3065,2.7705,1,336701.0,6.0,5.0,5.0,5.0,0.16666666666666666,3.0
800,973,61e0570caa09f84b60e4b845,run1,quiz,False,13.0,,,,13.0,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$0.96,96.0,33.0,6.0,6.0,4.0,ki-se,kise,1.0,0.0,{},1642092294053.0,1642092294053.0,6762.0,6762.0,3.817,2.945,1642091920745.0,1642092300815.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'se': 2.0, 'na': 3.0, 'ki': 4.0}",4-2,4-2,2.0,0.73625,4.55325,2,380070.0,7.0,8.0,8.0,8.0,0.2857142857142857,2.3333333333333335
802,976,61e05720aa09f84b60e4b84a,run1,quiz,False,13.0,,,,13.0,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$1.02,102.0,35.0,8.0,8.0,4.0,se-ki,seki,1.0,0.0,{},1642092316253.0,1642092316253.0,4322.0,4322.0,3.025,1.297,1642091920745.0,1642092320575.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'se': 2.0, 'na': 3.0, 'ki': 4.0}",2-4,2-4,2.0,0.32425,3.34925,0,399830.0,,9.0,9.0,9.0,,
808,982,61e0573baa09f84b60e4b856,run1,quiz,False,13.0,,,,13.0,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$1.17,117.0,41.0,6.0,6.0,4.0,ki-se,kina,0.0,0.0,{},1642092339910.0,1642092339910.0,7282.0,7282.0,4.049,3.233,1642091920745.0,1642092347192.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho': 1.0, 'se': 2.0, 'na': 3.0, 'ki': 4.0}",4-3,4-2,2.0,0.80825,4.8572500000000005,3,426447.0,8.0,11.0,11.0,11.0,0.375,2.0
810,986,61e0574faa09f84b60e4b85c,run1,quiz,False,13.0,,,,13.0,61df8999cc7c1c6984f5f11d,61e0547e264eec745690138c,$1.24,124.0,43.0,8.0,8.0,4.0,se-ki,seki,1.0,0.0,{},1642092364220.0,1642092364220.0,3716.0,3716.0,2.522,1.194,1642091920745.0,1642092367936.0,,,,,,,,1,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ho': 1.0, 'se': 2.0, 'na': 3.0, 'ki': 4.0}",2-4,2-4,2.0,0.2985,2.8205,1,447191.0,8.0,12.0,12.0,12.0,0.125,4.0
