,Unnamed: 0,_id,iterationName,phase,finalCount,GID,workerID,assignmentID,hitID,prolificID,studyID,sessionID,score,totalScore,trial,sectionTrial,num,base,targ,resp,correct,take,distractions,trialStartTime,takeStartTime,trialTime,takeTime,RT,WT,initTime,endTime,gender,age,comments,understood,totalLength,strategy,strategy_other,expt,cond,targetWord,targetNum,responseSide,responseNumber,responseWord,otherNumber,otherWord,missed,syntax,count,duplicate,failedGame,nonsenseGame,failedOutlier,distracted,distractedGame,manualExclude,incomplete,generalized,prim,add,mult,exp,feature_sum,maxrule,lexicon,gloss,targ_gloss,numSyls,normedWT,CT,freq,elapsedTime,delay,ppd,dpp
581,16459,63cd91f958c4334a66b04bf4,run1,quiz,True,197.0,,,,197.0,63cc988c2a276a3b63c222e6,63cd90bf29f960a6dfa33969,$1.78,1.78,61.0,6.0,7.0,5.0,hi-su,hisu,1.0,0.0,{},1674416631434.0,1674416631434.0,2380.0,2380.0,1.202,1.178,1674416405952.0,1674416633814.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'su': 1.0, 'ka': 2.0, 'hi-no': 3.0, 'hi-ka': 4.0, 'hi': 5.0, 'no': 6.0, 'hi-su': 7.0, 'te': 8.0, 'no-hi': 9.0, 'hi-te': 10.0}",7,5-1,2.0,0.2945,1.4965,3,227862.0,9.0,0.3333333333333333,2.25
583,16463,63cd91fa58c4334a66b04bf9,run1,quiz,True,198.0,,,,198.0,63cc988c2a276a3b63c222e6,63cd90c30e1b3e2d0512253c,$1.74,1.74,61.0,6.0,7.0,5.0,nu,nu,1.0,0.0,{},1674416633640.0,1674416633640.0,752.0,752.0,0.13,0.622,1674416412601.0,1674416634392.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 1.0, 'se-ko': 2.0, 'se-hi': 3.0, 'ta-se': 4.0, 'se-nu': 5.0, 'ta': 6.0, 'nu': 7.0, 'se-ta': 8.0, 'ko': 9.0, 'hi': 10.0}",7,7,1.0,0.311,0.441,3,221791.0,9.0,0.3333333333333333,2.25
589,16470,63cd91fc58c4334a66b04c05,run1,quiz,False,206.0,,,,206.0,63cc988c2a276a3b63c222e6,63cd90c4250365c43225b031,$1.14,1.14,38.0,7.0,10.0,5.0,se-ti,seti,1.0,0.0,{},1674416634513.0,1674416634513.0,1937.0,1937.0,1.097,0.84,1674416474987.0,1674416636450.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'se': 2.0, 'ti': 5.0, 'ho': 4.0, 'ka': 3.0, 'nu': 1.0}",2-5,2-5,2.0,0.21,1.307,0,161463.0,,,
600,16484,63cd91ff58c4334a66b04c19,run1,quiz,False,202.0,,,,202.0,63cc988c2a276a3b63c222e6,63cd90bf64f73b22f7d9d73c,$1.53,1.53,51.0,6.0,7.0,5.0,hu,hu,1.0,0.0,{},1674416636819.0,1674416636819.0,660.0,660.0,0.043,0.617,1674416411912.0,1674416637479.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki-te': 1.0, 'ki-hu': 2.0, 'na-ki': 3.0, 'ki-so': 4.0, 'ki-na': 5.0, 'te': 6.0, 'hu': 7.0, 'ki': 8.0, 'so': 9.0, 'na': 10.0}",7,7,1.0,0.3085,0.3515,2,225567.0,8.0,0.25,2.6666666666666665
603,16487,63cd920058c4334a66b04c1f,run1,quiz,True,198.0,,,,198.0,63cc988c2a276a3b63c222e6,63cd90c30e1b3e2d0512253c,$1.83,1.83,64.0,0.0,10.0,5.0,hi,hi,1.0,0.0,{},1674416639400.0,1674416639400.0,678.0,678.0,0.209,0.469,1674416412601.0,1674416640078.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'se': 1.0, 'se-ko': 2.0, 'se-hi': 3.0, 'ta-se': 4.0, 'se-nu': 5.0, 'ta': 6.0, 'nu': 7.0, 'se-ta': 8.0, 'ko': 9.0, 'hi': 10.0}",10,10,1.0,0.2345,0.4435,0,227477.0,,,
608,16494,63cd920158c4334a66b04c29,run1,quiz,False,206.0,,,,206.0,63cc988c2a276a3b63c222e6,63cd90c4250365c43225b031,$1.2,1.2,40.0,1.0,7.0,5.0,ti-se,tise,1.0,0.0,{},1674416640082.0,1674416640082.0,2060.0,2060.0,1.302,0.758,1674416474987.0,1674416642142.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 2.0, 'ti': 5.0, 'ho': 4.0, 'ka': 3.0, 'nu': 1.0}",5-2,5-2,2.0,0.1895,1.4915,3,167155.0,15.0,0.2,3.75
630,16526,63cd920a58c4334a66b04c55,run1,quiz,True,197.0,,,,197.0,63cc988c2a276a3b63c222e6,63cd90bf29f960a6dfa33969,$1.87,1.87,64.0,0.0,10.0,5.0,hi-te,hite,1.0,0.0,{},1674416638882.0,1674416638882.0,11980.0,11980.0,9.852,2.128,1674416405952.0,1674416650862.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'su': 1.0, 'ka': 2.0, 'hi-no': 3.0, 'hi-ka': 4.0, 'hi': 5.0, 'no': 6.0, 'hi-su': 7.0, 'te': 8.0, 'no-hi': 9.0, 'hi-te': 10.0}",10,5-8,2.0,0.532,10.384,0,244910.0,,,
677,16593,63cd921e58c4334a66b04cb8,run1,quiz,False,209.0,,,,209.0,63cc988c2a276a3b63c222e6,63cd90c4daa27a66f65b28f4,$0.84,0.84,29.0,2.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674416668037.0,1674416668037.0,2300.0,2300.0,1.157,1.143,1674416505404.0,1674416670337.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 2.0, 'no': 3.0, 'ki': 4.0, 'tu': 1.0, 'sa': 5.0}",5-2,5-2,2.0,0.28575,1.44275,1,164933.0,11.0,0.09090909090909091,5.5
694,16617,63cd922558c4334a66b04cdd,run1,quiz,True,202.0,,,,202.0,63cc988c2a276a3b63c222e6,63cd90bf64f73b22f7d9d73c,$1.83,1.83,61.0,6.0,7.0,5.0,hu,hu,1.0,0.0,{},1674416673651.0,1674416673651.0,1627.0,1627.0,0.233,1.394,1674416411912.0,1674416675278.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ki-te': 1.0, 'ki-hu': 2.0, 'na-ki': 3.0, 'ki-so': 4.0, 'ki-na': 5.0, 'te': 6.0, 'hu': 7.0, 'ki': 8.0, 'so': 9.0, 'na': 10.0}",7,7,1.0,0.697,0.93,3,263366.0,9.0,0.3333333333333333,2.25
697,16620,63cd922558c4334a66b04ce1,run1,quiz,True,201.0,,,,201.0,63cc988c2a276a3b63c222e6,63cd90c104ce9aaee32c8ab4,$1.7,1.7,61.0,6.0,7.0,5.0,ko-ni,koni,1.0,0.0,{},1674416676934.0,1674416676934.0,1265.0,1265.0,0.348,0.917,1674416412339.0,1674416678199.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'tu': 1.0, 'ni': 2.0, 'sa': 3.0, 'he': 4.0, 'ko': 5.0}",5-2,5-2,2.0,0.22925,0.57725,3,265860.0,9.0,0.3333333333333333,2.25
706,16630,63cd922858c4334a66b04cf3,run1,quiz,False,214.0,,,,214.0,63cc988c2a276a3b63c222e6,63cd90bff81f65ef9a5c5db3,$0.45,0.45,15.0,1.0,7.0,5.0,se-ta,seta,1.0,0.0,{},1674416677577.0,1674416677577.0,2361.0,2361.0,1.113,1.248,1674416593830.0,1674416679938.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 5.0, 'ko': 3.0, 'ta': 2.0, 'nu': 4.0, 'hi': 1.0}",5-2,5-2,2.0,0.312,1.425,0,86108.0,,,
710,16636,63cd922958c4334a66b04cf9,run1,quiz,False,209.0,,,,209.0,63cc988c2a276a3b63c222e6,63cd90c4daa27a66f65b28f4,$0.93,0.93,32.0,5.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674416679158.0,1674416679158.0,2188.0,2188.0,0.996,1.192,1674416505404.0,1674416681346.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 2.0, 'no': 3.0, 'ki': 4.0, 'tu': 1.0, 'sa': 5.0}",5-2,5-2,2.0,0.298,1.294,2,175942.0,3.0,0.6666666666666666,1.0
714,16641,63cd922b58c4334a66b04d00,run1,quiz,True,202.0,,,,202.0,63cc988c2a276a3b63c222e6,63cd90bf64f73b22f7d9d73c,$1.92,1.92,64.0,0.0,10.0,5.0,na,na,1.0,0.0,{},1674416680292.0,1674416680292.0,727.0,727.0,0.253,0.474,1674416411912.0,1674416681019.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'ki-te': 1.0, 'ki-hu': 2.0, 'na-ki': 3.0, 'ki-so': 4.0, 'ki-na': 5.0, 'te': 6.0, 'hu': 7.0, 'ki': 8.0, 'so': 9.0, 'na': 10.0}",10,10,1.0,0.237,0.49,0,269107.0,,,
716,16643,63cd922b58c4334a66b04d03,run1,quiz,False,214.0,,,,214.0,63cc988c2a276a3b63c222e6,63cd90bff81f65ef9a5c5db3,$0.48,0.48,16.0,2.0,7.0,5.0,se-ta,seta,1.0,0.0,{},1674416680950.0,1674416680950.0,2100.0,2100.0,1.084,1.016,1674416593830.0,1674416683050.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'se': 5.0, 'ko': 3.0, 'ta': 2.0, 'nu': 4.0, 'hi': 1.0}",5-2,5-2,2.0,0.254,1.338,1,89220.0,,,
725,16656,63cd922e58c4334a66b04d14,run1,quiz,True,201.0,,,,201.0,63cc988c2a276a3b63c222e6,63cd90c104ce9aaee32c8ab4,$1.79,1.79,64.0,0.0,10.0,5.0,ni-ko,niko,1.0,0.0,{},1674416685095.0,1674416685095.0,2113.0,2113.0,1.095,1.018,1674416412339.0,1674416687208.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'tu': 1.0, 'ni': 2.0, 'sa': 3.0, 'he': 4.0, 'ko': 5.0}",2-5,2-5,2.0,0.2545,1.3495,0,274869.0,,,
738,16674,63cd923558c4334a66b04d34,run1,quiz,False,200.0,,,,200.0,63cc988c2a276a3b63c222e6,63cd90c2a458c0073ab23311,$0.45,0.45,21.0,4.0,7.0,5.0,hu-ta,huta,1.0,0.0,{},1674416688533.0,1674416688533.0,5486.0,5486.0,4.483,1.003,1674416412505.0,1674416694019.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ki': 4.0, 'ne': 3.0, 'ta': 2.0, 'hu': 5.0}",5-2,5-2,2.0,0.25075,4.73375,0,281514.0,,,
739,16675,63cd923558c4334a66b04d35,run1,quiz,False,203.0,,,,203.0,63cc988c2a276a3b63c222e6,63cd90c5957ca83dce489bfb,$0.78,0.78,31.0,4.0,7.0,5.0,ka-te,kate,1.0,0.0,{},1674416691596.0,1674416691596.0,2504.0,2504.0,1.515,0.989,1674416416374.0,1674416694100.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 2.0, 'hi': 4.0, 'nu': 1.0, 'ka': 5.0, 'so': 3.0}",5-2,5-2,2.0,0.24725,1.76225,0,277726.0,,,
742,16678,63cd923658c4334a66b04d39,run1,quiz,False,210.0,,,,210.0,63cc988c2a276a3b63c222e6,63cd90bc2e4b038c93a054a4,$1.02,1.02,34.0,6.0,7.0,5.0,te-ku,teku,1.0,0.0,{},1674416691785.0,1674416691785.0,3002.0,3002.0,1.153,1.849,1674416511198.0,1674416694787.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ku': 2.0, 'hi': 3.0, 'na': 4.0, 'te': 5.0}",5-2,5-2,2.0,0.46225,1.61525,0,183589.0,,,
745,16684,63cd923958c4334a66b04d43,run1,quiz,False,203.0,,,,203.0,63cc988c2a276a3b63c222e6,63cd90c5957ca83dce489bfb,$0.81,0.81,32.0,5.0,7.0,5.0,ka-te,kate,1.0,0.0,{},1674416695115.0,1674416695115.0,2385.0,2385.0,1.392,0.993,1674416416374.0,1674416697500.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 2.0, 'hi': 4.0, 'nu': 1.0, 'ka': 5.0, 'so': 3.0}",5-2,5-2,2.0,0.24825,1.64025,1,281126.0,,,
746,16685,63cd923958c4334a66b04d46,run1,quiz,False,209.0,,,,209.0,63cc988c2a276a3b63c222e6,63cd90c4daa27a66f65b28f4,$1.08,1.08,37.0,3.0,7.0,5.0,sa-he,sahe,1.0,0.0,{},1674416695726.0,1674416695726.0,2199.0,2199.0,1.213,0.986,1674416505404.0,1674416697925.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he': 2.0, 'no': 3.0, 'ki': 4.0, 'tu': 1.0, 'sa': 5.0}",5-2,5-2,2.0,0.2465,1.4595,3,192521.0,4.0,0.75,1.0
781,16734,63cd924758c4334a66b04d91,run1,quiz,False,200.0,,,,200.0,63cc988c2a276a3b63c222e6,63cd90c2a458c0073ab23311,$0.54,0.54,24.0,1.0,7.0,5.0,hu-ta,huta,1.0,0.0,{},1674416708821.0,1674416708821.0,3364.0,3364.0,2.211,1.153,1674416412505.0,1674416712185.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ki': 4.0, 'ne': 3.0, 'ta': 2.0, 'hu': 5.0}",5-2,5-2,2.0,0.28825,2.49925,1,299680.0,3.0,0.3333333333333333,1.5
795,16749,63cd924b58c4334a66b04da4,run1,quiz,False,208.0,,,,208.0,63cc988c2a276a3b63c222e6,63cd90c5b1711dec65761f5a,$1.01,1.01,34.0,6.0,7.0,5.0,he,he,1.0,0.0,{},1674416713009.0,1674416713009.0,2528.0,2528.0,0.825,1.703,1674416494961.0,1674416715537.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'ni-ta': 2.0, 'so-ni': 3.0, 'ni-so': 4.0, 'ta': 5.0, 'ku': 6.0, 'he': 7.0, 'ni-ku': 8.0, 'so': 9.0, 'ni-he': 10.0}",7,7,1.0,0.8515,1.6765,0,220576.0,,,
796,16750,63cd924c58c4334a66b04da8,run1,quiz,False,209.0,,,,209.0,63cc988c2a276a3b63c222e6,63cd90c4daa27a66f65b28f4,$1.16,1.16,40.0,6.0,10.0,5.0,he-sa,hesa,1.0,0.0,{},1674416714261.0,1674416714261.0,2220.0,2220.0,1.805,0.415,1674416505404.0,1674416716481.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,0.0,1.0,3.0,"{'he': 2.0, 'no': 3.0, 'ki': 4.0, 'tu': 1.0, 'sa': 5.0}",2-5,2-5,2.0,0.10375,1.90875,0,211077.0,,,
797,16751,63cd924c58c4334a66b04daa,run1,quiz,False,210.0,,,,210.0,63cc988c2a276a3b63c222e6,63cd90bc2e4b038c93a054a4,$1.26,1.26,42.0,6.0,7.0,5.0,te-ku,teku,1.0,0.0,{},1674416714721.0,1674416714721.0,2179.0,2179.0,0.879,1.3,1674416511198.0,1674416716900.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ku': 2.0, 'hi': 3.0, 'na': 4.0, 'te': 5.0}",5-2,5-2,2.0,0.325,1.204,1,205702.0,7.0,0.14285714285714285,3.5
806,16763,63cd925058c4334a66b04dbe,run1,quiz,False,213.0,,,,213.0,63cc988c2a276a3b63c222e6,63cd90bdfec356cac6a7ae7a,$1.02,1.02,34.0,6.0,7.0,5.0,sa-ti,sati,1.0,0.0,{},1674416718989.0,1674416718989.0,2039.0,2039.0,0.725,1.314,1674416501730.0,1674416721028.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'nu-sa': 2.0, 'nu': 3.0, 'ti': 4.0, 'sa-ho': 5.0, 'sa-nu': 6.0, 'sa-ti': 7.0, 'ho': 8.0, 'sa': 9.0, 'sa-ke': 10.0}",7,9-4,2.0,0.3285,1.0535,0,219298.0,,,
814,16779,63cd925658c4334a66b04dd9,run1,quiz,False,205.0,,,,205.0,63cc988c2a276a3b63c222e6,63cd90bb574360aaf178d455,$0.87,0.87,34.0,6.0,7.0,5.0,ho-sa,hosa,1.0,0.0,{},1674416723652.0,1674416723652.0,2967.0,2967.0,1.782,1.185,1674416471066.0,1674416726619.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho-ti': 1.0, 'sa-ho': 2.0, 'ho-ke': 3.0, 'sa': 4.0, 'ho': 5.0, 'ho-nu': 6.0, 'ho-sa': 7.0, 'ke': 8.0, 'nu': 9.0, 'ti': 10.0}",7,5-4,2.0,0.29625,2.07825,0,255553.0,,,
817,16782,63cd925858c4334a66b04dde,run1,quiz,False,204.0,,,,204.0,63cc988c2a276a3b63c222e6,63cd90bccb4ee70c05e4eae7,$0.81,0.81,30.0,2.0,7.0,5.0,su-hi,suni,0.0,0.0,{},1674416701395.0,1674416701395.0,26523.0,26523.0,5.412,,1674416453737.0,1674416727918.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 2.0, 'ka': 4.0, 'to': 3.0, 'ne': 1.0, 'su': 5.0}",5-ni,5-2,2.0,,,0,274181.0,,,
853,16828,63cd926758c4334a66b04e28,run1,quiz,False,210.0,,,,210.0,63cc988c2a276a3b63c222e6,63cd90bc2e4b038c93a054a4,$1.53,1.53,51.0,6.0,7.0,5.0,te-ku,teku,1.0,0.0,{},1674416741595.0,1674416741595.0,1655.0,1655.0,0.381,1.274,1674416511198.0,1674416743250.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ku': 2.0, 'hi': 3.0, 'na': 4.0, 'te': 5.0}",5-2,5-2,2.0,0.3185,0.6995,2,232052.0,8.0,0.25,2.6666666666666665
866,16842,63cd926b58c4334a66b04e3a,run1,quiz,False,211.0,,,,211.0,63cc988c2a276a3b63c222e6,63cd90c28add84e03ab9e0b7,$1.02,1.02,34.0,6.0,7.0,5.0,he,he,1.0,0.0,{},1674416745829.0,1674416745829.0,1814.0,1814.0,0.91,0.904,1674416519182.0,1674416747643.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he-sa': 1.0, 'he-ti': 2.0, 'sa': 3.0, 'no': 4.0, 'he-ku': 5.0, 'ku': 6.0, 'he': 7.0, 'he-no': 8.0, 'sa-he': 9.0, 'ti': 10.0}",7,7,1.0,0.452,1.362,0,228461.0,,,
872,16851,63cd926d58c4334a66b04e45,run1,quiz,False,208.0,,,,208.0,63cc988c2a276a3b63c222e6,63cd90c5b1711dec65761f5a,$1.25,1.25,42.0,6.0,7.0,5.0,he,he,1.0,0.0,{},1674416742690.0,1674416742690.0,6732.0,6732.0,3.1,3.632,1674416494961.0,1674416749422.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'ni-ta': 2.0, 'so-ni': 3.0, 'ni-so': 4.0, 'ta': 5.0, 'ku': 6.0, 'he': 7.0, 'ni-ku': 8.0, 'so': 9.0, 'ni-he': 10.0}",7,7,1.0,1.816,4.916,1,254461.0,7.0,0.14285714285714285,3.5
874,16853,63cd926e58c4334a66b04e47,run1,quiz,False,205.0,,,,205.0,63cc988c2a276a3b63c222e6,63cd90bb574360aaf178d455,$1.11,1.11,42.0,6.0,7.0,5.0,ho-sa,hosa,1.0,0.0,{},1674416747522.0,1674416747522.0,2741.0,2741.0,2.15,0.591,1674416471066.0,1674416750263.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho-ti': 1.0, 'sa-ho': 2.0, 'ho-ke': 3.0, 'sa': 4.0, 'ho': 5.0, 'ho-nu': 6.0, 'ho-sa': 7.0, 'ke': 8.0, 'nu': 9.0, 'ti': 10.0}",7,5-4,2.0,0.14775,2.29775,1,279197.0,7.0,0.14285714285714285,3.5
886,16874,63cd927658c4334a66b04e6d,run1,quiz,False,204.0,,,,204.0,63cc988c2a276a3b63c222e6,63cd90bccb4ee70c05e4eae7,$0.87,0.87,32.0,4.0,7.0,5.0,su-hi,suhi,1.0,0.0,{},1674416754679.0,1674416754679.0,3398.0,3398.0,1.688,1.71,1674416453737.0,1674416758077.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 2.0, 'ka': 4.0, 'to': 3.0, 'ne': 1.0, 'su': 5.0}",5-2,5-2,2.0,0.4275,2.1155,1,304340.0,,,
889,16879,63cd927758c4334a66b04e74,run1,quiz,False,213.0,,,,213.0,63cc988c2a276a3b63c222e6,63cd90bdfec356cac6a7ae7a,$1.26,1.26,42.0,6.0,7.0,5.0,sa-ti,sati,1.0,0.0,{},1674416757674.0,1674416757674.0,1987.0,1987.0,0.75,1.237,1674416501730.0,1674416759661.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ke': 1.0, 'nu-sa': 2.0, 'nu': 3.0, 'ti': 4.0, 'sa-ho': 5.0, 'sa-nu': 6.0, 'sa-ti': 7.0, 'ho': 8.0, 'sa': 9.0, 'sa-ke': 10.0}",7,9-4,2.0,0.30925,1.05925,1,257931.0,7.0,0.14285714285714285,3.5
923,16927,63cd928758c4334a66b04ebf,run1,quiz,False,207.0,,,,207.0,63cc988c2a276a3b63c222e6,63cd90c2196ce7878f4ac0b7,$0.97,0.97,34.0,6.0,7.0,5.0,ne-sa,nesa,1.0,0.0,{},1674416761465.0,1674416761465.0,13569.0,13569.0,11.526,2.043,1674416465311.0,1674416775034.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'hi': 1.0, 'sa': 2.0, 'ko': 3.0, 'tu': 4.0, 'ne': 5.0}",5-2,5-2,2.0,0.51075,12.03675,0,309723.0,,,
945,16962,63cd929158c4334a66b04ef2,run1,quiz,False,211.0,,,,211.0,63cc988c2a276a3b63c222e6,63cd90c28add84e03ab9e0b7,$1.26,1.26,42.0,6.0,7.0,5.0,he,he,1.0,0.0,{},1674416783940.0,1674416783940.0,1831.0,1831.0,0.958,0.873,1674416519182.0,1674416785771.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'he-sa': 1.0, 'he-ti': 2.0, 'sa': 3.0, 'no': 4.0, 'he-ku': 5.0, 'ku': 6.0, 'he': 7.0, 'he-no': 8.0, 'sa-he': 9.0, 'ti': 10.0}",7,7,1.0,0.4365,1.3945,1,266589.0,7.0,0.14285714285714285,3.5
952,16974,63cd929458c4334a66b04f04,run1,quiz,False,205.0,,,,205.0,63cc988c2a276a3b63c222e6,63cd90bb574360aaf178d455,$1.29,1.29,51.0,6.0,7.0,5.0,ho-sa,ke,0.0,0.0,{},1674416786987.0,1674416786987.0,1244.0,1244.0,0.926,0.318,1674416471066.0,1674416788231.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ho-ti': 1.0, 'sa-ho': 2.0, 'ho-ke': 3.0, 'sa': 4.0, 'ho': 5.0, 'ho-nu': 6.0, 'ho-sa': 7.0, 'ke': 8.0, 'nu': 9.0, 'ti': 10.0}",8,5-4,2.0,0.159,1.085,2,317165.0,8.0,0.25,2.6666666666666665
961,16990,63cd929758c4334a66b04f18,run1,quiz,False,208.0,,,,208.0,63cc988c2a276a3b63c222e6,63cd90c5b1711dec65761f5a,$1.52,1.52,51.0,6.0,7.0,5.0,he,he,1.0,0.0,{},1674416790477.0,1674416790477.0,1320.0,1320.0,0.782,0.538,1674416494961.0,1674416791797.0,,,,,,,,2,no_syntax,,,,,,,,,False,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'ni': 1.0, 'ni-ta': 2.0, 'so-ni': 3.0, 'ni-so': 4.0, 'ta': 5.0, 'ku': 6.0, 'he': 7.0, 'ni-ku': 8.0, 'so': 9.0, 'ni-he': 10.0}",7,7,1.0,0.269,1.0510000000000002,2,296836.0,8.0,0.25,2.6666666666666665
971,17010,63cd929c58c4334a66b04f32,run1,quiz,True,210.0,,,,210.0,63cc988c2a276a3b63c222e6,63cd90bc2e4b038c93a054a4,$1.83,1.83,61.0,6.0,7.0,5.0,te-ku,teku,1.0,0.0,{},1674416794488.0,1674416794488.0,1500.0,1500.0,0.451,1.049,1674416511198.0,1674416795988.0,,,,,,,,2,control,,,,,,,,,True,True,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'so': 1.0, 'ku': 2.0, 'hi': 3.0, 'na': 4.0, 'te': 5.0}",5-2,5-2,2.0,0.26225,0.7132499999999999,3,284790.0,9.0,0.3333333333333333,2.25
977,17021,63cd929e58c4334a66b04f41,run1,quiz,False,203.0,,,,203.0,63cc988c2a276a3b63c222e6,63cd90c5957ca83dce489bfb,$1.42,1.42,53.0,2.0,7.0,5.0,ka-te,kate,1.0,0.0,{},1674416796689.0,1674416796689.0,2494.0,2494.0,1.547,0.947,1674416416374.0,1674416799183.0,,,,,,,,2,no_count,,,,,,,,,True,False,False,False,False,False,False,False,False,False,True,0.0,1.0,0.0,0.0,1.0,2.0,"{'te': 2.0, 'hi': 4.0, 'nu': 1.0, 'ka': 5.0, 'so': 3.0}",5-2,5-2,2.0,0.23675,1.78375,2,382809.0,17.0,0.11764705882352941,5.666666666666667
